"","fec_ini_cdto2","fec_ini_cdto","rgo_edad","rgo_limite","B_activo","cdtos","clientes","cap_ini","cap_act","sdo_act","pgos_totales","pgos_sucursal","pgos_banco","pgos_otrocanal"
"2756","15-04-2019",2019-04-08,"25-34","(2000-5000]","Inactivo",27,18,45714.49,0,0,51367.14,43287.1,1450,0
"2757","15-04-2019",2019-04-08,"25-34","(5000+]","Inactivo",8,6,22642,0,0,22652.57,22652.57,0,0
"2758","15-04-2019",2019-04-08,"25-34","1000-","Inactivo",7,7,5670.76,0,0,5983.88,5983.88,0,0
"2759","15-04-2019",2019-04-08,"35+","(1000-2000]","Inactivo",71,58,66158.41,0,0,67966.97,67966.97,0,0
"2760","15-04-2019",2019-04-08,"35+","(2000-5000]","Activo",2,2,3486,3486,0,0,0,0,0
"2761","15-04-2019",2019-04-08,"35+","(2000-5000]","Inactivo",67,49,90580.96,0,0,92494.21,90356.25,0,0
"2762","15-04-2019",2019-04-08,"35+","(5000+]","Activo",1,1,129,129,0,0,0,0,0
"2763","15-04-2019",2019-04-08,"35+","(5000+]","Inactivo",19,14,50353.4,0,0,52351.17,52351.17,0,0
"2764","15-04-2019",2019-04-08,"35+","1000-","Inactivo",26,22,16846.6,0,0,17596.31,17521.31,0,0
"2765","15-04-2019",2019-04-09,"18-24","(1000-2000]","Inactivo",1,1,801,0,0,806.61,806.61,0,0
"2766","15-04-2019",2019-04-09,"18-24","(2000-5000]","Inactivo",6,4,7002.64,0,0,7108.78,7108.78,0,0
"2767","15-04-2019",2019-04-09,"18-24","1000-","Inactivo",1,1,635.84,0,0,756.89,100,0,0
"2768","15-04-2019",2019-04-09,"25-34","(1000-2000]","Inactivo",26,22,23752.98,0,0,24836.44,22613.07,0,0
"2769","15-04-2019",2019-04-09,"25-34","(2000-5000]","Inactivo",25,19,40019.56,0,0,41300.9,39090.7,0,0
"2770","15-04-2019",2019-04-09,"25-34","(5000+]","Inactivo",1,1,648.4,0,0,648.4,648.4,0,0
"2771","15-04-2019",2019-04-09,"25-34","1000-","Inactivo",10,8,6758.24,0,0,6936.29,6936.29,0,0
"2772","15-04-2019",2019-04-09,"35+","(1000-2000]","Activo",2,1,1058,614.44,1487.8,852,0,0,0
"2773","15-04-2019",2019-04-09,"35+","(1000-2000]","Inactivo",49,41,49903.69,0,0,52065.79,50473.17,0,0
"2774","15-04-2019",2019-04-09,"35+","(2000-5000]","Activo",2,2,6158.9,6158.9,5688.17,393.57,1.57,392,0
"2775","15-04-2019",2019-04-09,"35+","(2000-5000]","Inactivo",78,59,137768.89,0,0,141581.96,139445.96,0,0
"2776","15-04-2019",2019-04-09,"35+","(5000+]","Inactivo",36,24,100298.12,0,0,100412.86,100412.86,0,0
"2777","15-04-2019",2019-04-09,"35+","1000-","Activo",1,1,905,905,0,0,0,0,0
"2778","15-04-2019",2019-04-09,"35+","1000-","Inactivo",28,25,19499.88,0,0,20698.09,18247.94,0,0
"2779","15-04-2019",2019-04-10,"18-24","(2000-5000]","Inactivo",2,1,2028.52,0,0,2245.16,2245.16,0,0
"2780","15-04-2019",2019-04-10,"18-24","1000-","Inactivo",1,1,500,0,0,538.3,538.3,0,0
"2781","15-04-2019",2019-04-10,"25-34","(1000-2000]","Activo",2,2,2612.36,1888.53,5953.54,1140,40,0,0
"2782","15-04-2019",2019-04-10,"25-34","(1000-2000]","Inactivo",50,43,56709.48,0,0,60604.29,56999.67,0,0
"2783","15-04-2019",2019-04-10,"25-34","(2000-5000]","Inactivo",14,12,24979.84,0,0,25475.88,25475.88,0,0
"2784","15-04-2019",2019-04-10,"25-34","(5000+]","Inactivo",7,5,20871,0,0,20936.79,20936.79,0,0
"2785","15-04-2019",2019-04-10,"25-34","1000-","Inactivo",14,13,9865.06,0,0,10726.75,7421.34,350,0
"2786","15-04-2019",2019-04-10,"35+","(1000-2000]","Inactivo",73,66,70781.15,0,0,73092.6,69511.36,0,0
"2787","15-04-2019",2019-04-10,"35+","(2000-5000]","Inactivo",89,69,164174.04,0,0,168934.76,167539.26,0,0
"2788","15-04-2019",2019-04-10,"35+","(5000+]","Activo",3,2,8033,7339.15,9848.75,1600.6,1300.6,0,0
"2789","15-04-2019",2019-04-10,"35+","(5000+]","Inactivo",34,29,122506.76,0,0,123100.32,123100.32,0,0
"2790","15-04-2019",2019-04-10,"35+","1000-","Inactivo",21,18,12961.48,0,0,13705.48,12677.48,0,0
"2791","15-04-2019",2019-04-11,"18-24","(1000-2000]","Inactivo",3,3,2264.16,0,0,2366.39,2366.39,0,0
"2792","15-04-2019",2019-04-11,"18-24","(2000-5000]","Inactivo",3,3,4099.08,0,0,4479.92,4479.92,0,0
"2793","15-04-2019",2019-04-11,"25-34","(1000-2000]","Activo",1,1,1171.84,1025.36,3523.99,170,170,0,0
"2794","15-04-2019",2019-04-11,"25-34","(1000-2000]","Inactivo",54,41,47119.8,0,0,48933.98,45419.05,0,0
"2795","15-04-2019",2019-04-11,"25-34","(2000-5000]","Inactivo",42,25,55778.6,0,0,58737.32,57208.32,0,0
"2796","15-04-2019",2019-04-11,"25-34","(5000+]","Inactivo",9,6,21217.48,0,0,21800.37,21800.37,0,0
"2797","15-04-2019",2019-04-11,"25-34","1000-","Inactivo",19,14,10925.36,0,0,11032.06,10679.06,0,0
"2798","15-04-2019",2019-04-11,"35+","(1000-2000]","Inactivo",83,70,83979.16,0,0,87166.43,82104.22,0,0
"2799","15-04-2019",2019-04-11,"35+","(2000-5000]","Activo",4,3,9010.35,9010.35,0,0,0,0,0
"2800","15-04-2019",2019-04-11,"35+","(2000-5000]","Inactivo",107,78,185237.28,0,0,191976.75,184667.51,0,0
"2801","15-04-2019",2019-04-11,"35+","(5000+]","Inactivo",55,39,150824.64,0,0,152695.24,150085.4,0,0
"2802","15-04-2019",2019-04-11,"35+","1000-","Inactivo",25,21,13947.32,0,0,14788.34,12314.14,407.96,0
"2803","15-04-2019",2019-04-12,"18-24","(1000-2000]","Inactivo",1,1,179,0,0,256.25,0,0,0
"2804","15-04-2019",2019-04-12,"18-24","1000-","Inactivo",1,1,745.2,0,0,750.42,750.42,0,0
"2805","15-04-2019",2019-04-12,"25-34","(1000-2000]","Activo",1,1,359,216.51,605.53,200,0,0,0
"2806","15-04-2019",2019-04-12,"25-34","(1000-2000]","Inactivo",45,35,35403.98,0,0,36695.22,34307.05,0,0
"2807","15-04-2019",2019-04-12,"25-34","(2000-5000]","Inactivo",36,26,51924.28,0,0,55595.61,55134.11,0,0
"2808","15-04-2019",2019-04-12,"25-34","(5000+]","Inactivo",5,5,14288,0,0,15240.84,15240.84,0,0
"2809","15-04-2019",2019-04-12,"25-34","1000-","Inactivo",9,8,5748.48,0,0,6277.39,4974.01,0,0
"2810","15-04-2019",2019-04-12,"35+","(1000-2000]","Activo",4,3,4042.04,4042.04,8373.5,711,1,0,0
"2811","15-04-2019",2019-04-12,"35+","(1000-2000]","Inactivo",94,80,88668.46,0,0,92606.59,89247.13,0,0
"2812","15-04-2019",2019-04-12,"35+","(2000-5000]","Inactivo",111,83,174554.38,0,0,177547.32,177270.32,22,0
"2813","15-04-2019",2019-04-12,"35+","(5000+]","Activo",1,1,790,740.43,1574.38,200,0,0,0
"2814","15-04-2019",2019-04-12,"35+","(5000+]","Inactivo",34,24,73742.46,0,0,75440.96,69344.83,0,0
"2815","15-04-2019",2019-04-12,"35+","1000-","Inactivo",28,26,20339.48,0,0,20836.61,20836.61,0,0
"2816","15-04-2019",2019-04-13,"18-24","(1000-2000]","Activo",1,1,1184.12,1184.12,2661.17,0,0,0,0
"2817","15-04-2019",2019-04-13,"18-24","(1000-2000]","Inactivo",2,2,2266.92,0,0,2509.02,2509.02,0,0
"2818","15-04-2019",2019-04-13,"18-24","(2000-5000]","Inactivo",3,2,4758.6,0,0,4934.66,4934.66,0,0
"2819","15-04-2019",2019-04-13,"18-24","(5000+]","Inactivo",2,1,6237,0,0,6689.4,6689.4,0,0
"2820","15-04-2019",2019-04-13,"18-24","1000-","Inactivo",2,2,1278,0,0,1336.64,1336.64,0,0
"2821","15-04-2019",2019-04-13,"25-34","(1000-2000]","Activo",1,1,997,997,0,0,0,0,0
"2822","15-04-2019",2019-04-13,"25-34","(1000-2000]","Inactivo",57,44,54514.8,0,0,56214.32,53846.23,216,0
"2823","15-04-2019",2019-04-13,"25-34","(2000-5000]","Activo",1,1,3426.04,411.32,3962.48,3667,0,0,0
"2824","15-04-2019",2019-04-13,"25-34","(2000-5000]","Inactivo",46,34,65696.58,0,0,67192.23,65819.98,0,0
"2825","15-04-2019",2019-04-13,"25-34","(5000+]","Activo",1,1,4157,4157,0,0,0,0,0
"2826","15-04-2019",2019-04-13,"25-34","(5000+]","Inactivo",6,6,25118.58,0,0,25433.59,25433.59,0,0
"2827","15-04-2019",2019-04-13,"25-34","1000-","Inactivo",18,17,11821.2,0,0,12441.15,11587.99,0,0
"2828","15-04-2019",2019-04-13,"35+","(1000-2000]","Activo",4,4,4208,3948.94,4491.74,377.1,0,0,0
"2829","15-04-2019",2019-04-13,"35+","(1000-2000]","Inactivo",90,80,94033.72,0,0,98075.66,92808.63,225.64,0
"2830","15-04-2019",2019-04-13,"35+","(2000-5000]","Activo",1,1,2875,2875,0,0,0,0,0
"2831","15-04-2019",2019-04-13,"35+","(2000-5000]","Inactivo",108,82,190360.16,0,0,197139.39,189425.35,0,0
"2832","15-04-2019",2019-04-13,"35+","(5000+]","Activo",1,1,3383,3383,0,0,0,0,0
"2833","15-04-2019",2019-04-13,"35+","(5000+]","Inactivo",33,26,113153.76,0,0,118788.71,109765.71,0,0
"2834","15-04-2019",2019-04-13,"35+","1000-","Activo",1,1,674.04,562.48,1211.41,301,1,0,0
"2835","15-04-2019",2019-04-13,"35+","1000-","Inactivo",32,31,22367.48,0,0,23800.67,19371.28,1008.71,0
"2836","15-04-2019",2019-04-14,"18-24","(1000-2000]","Inactivo",8,8,11208.92,0,0,11864.92,11764.92,0,0
"2837","15-04-2019",2019-04-14,"18-24","(2000-5000]","Inactivo",3,1,2751,0,0,3705.94,3286.11,0,0
"2838","15-04-2019",2019-04-14,"18-24","(5000+]","Inactivo",1,1,5472.04,0,0,5510.34,5510.34,0,0
"2839","15-04-2019",2019-04-14,"18-24","1000-","Inactivo",4,3,2306.32,0,0,2577.05,2277.05,0,0
"2840","15-04-2019",2019-04-14,"25-34","(1000-2000]","Activo",1,1,1430.76,1430.76,0,0,0,0,0
"2841","15-04-2019",2019-04-14,"25-34","(1000-2000]","Inactivo",66,51,65005.58,0,0,67675.18,65064.43,132.68,0
"2842","15-04-2019",2019-04-14,"25-34","(2000-5000]","Inactivo",37,27,52933.32,0,0,54826.64,52962.36,0,0
"2843","15-04-2019",2019-04-14,"25-34","(5000+]","Inactivo",6,5,11950.58,0,0,12498.77,12498.77,0,0
"2844","15-04-2019",2019-04-14,"25-34","1000-","Inactivo",22,19,13707.48,0,0,14115.75,13492.49,0,0
"2845","15-04-2019",2019-04-14,"35+","(1000-2000]","Inactivo",116,100,116830.63,0,0,121570.46,113790.81,690.52,0
"2846","15-04-2019",2019-04-14,"35+","(2000-5000]","Activo",1,1,583,0.57,370.38,940,0,940,0
"2847","15-04-2019",2019-04-14,"35+","(2000-5000]","Inactivo",80,67,150374.1,0,0,154738.98,154070.98,0,0
"2848","15-04-2019",2019-04-14,"35+","(5000+]","Activo",2,1,1225,842.93,2248.27,500,0,0,0
"2849","15-04-2019",2019-04-14,"35+","(5000+]","Inactivo",25,18,72474.64,0,0,73706.31,69566.91,0,0
"2850","15-04-2019",2019-04-14,"35+","1000-","Activo",1,1,720.88,235.87,671.27,900,500,300,0
"2851","15-04-2019",2019-04-14,"35+","1000-","Inactivo",35,31,22102.68,0,0,23348.06,22021.5,0,0
"2852","15-04-2019",2019-04-15,"18-24","(1000-2000]","Inactivo",5,3,4531.04,0,0,4753.35,4753.35,0,0
"2853","15-04-2019",2019-04-15,"18-24","(2000-5000]","Inactivo",3,2,3192,0,0,3346.39,3346.39,0,0
"2854","15-04-2019",2019-04-15,"18-24","1000-","Inactivo",4,3,2256.84,0,0,2346.52,1877.52,0,0
"2855","15-04-2019",2019-04-15,"25-34","(1000-2000]","Inactivo",49,41,47024.44,0,0,48999.72,42588.37,1525.85,0
"2856","15-04-2019",2019-04-15,"25-34","(2000-5000]","Inactivo",29,22,39245.08,0,0,40023.57,38103.64,0,0
"2857","15-04-2019",2019-04-15,"25-34","(5000+]","Inactivo",4,2,5800,0,0,5806.21,5806.21,0,0
"2858","15-04-2019",2019-04-15,"25-34","1000-","Activo",2,2,1455.72,1141.42,2765.98,501.1,1.1,0,0
"2859","15-04-2019",2019-04-15,"25-34","1000-","Inactivo",11,10,7210.12,0,0,7407.88,7407.88,0,0
"2860","15-04-2019",2019-04-15,"35+","(1000-2000]","Activo",1,1,1747.84,1046.74,2049.56,2000,0,0,0
"2861","15-04-2019",2019-04-15,"35+","(1000-2000]","Inactivo",73,64,73664.72,0,0,75832.39,73209.45,0,0
"2862","15-04-2019",2019-04-15,"35+","(2000-5000]","Inactivo",92,70,166785.77,0,0,171214.87,164419.46,0,0
"2863","15-04-2019",2019-04-15,"35+","(5000+]","Activo",3,2,4369.16,4369.16,9818.9,0,0,0,0
"2864","15-04-2019",2019-04-15,"35+","(5000+]","Inactivo",23,17,69221.02,0,0,69918.32,69918.32,0,0
"2865","15-04-2019",2019-04-15,"35+","1000-","Activo",1,1,795,795,1786.71,0,0,0,0
"2866","15-04-2019",2019-04-15,"35+","1000-","Inactivo",26,23,16838.4,0,0,17570.29,17301.29,0,0
"2867","15-04-2019",2019-04-16,"18-24","(1000-2000]","Inactivo",3,2,1691.68,0,0,1711.36,1669.56,0,0
"2868","15-04-2019",2019-04-16,"18-24","1000-","Activo",2,1,762.4,762.4,1713.25,0,0,0,0
"2869","15-04-2019",2019-04-16,"18-24","1000-","Inactivo",3,3,1916.82,0,0,2084.93,1884.93,0,0
"2870","15-04-2019",2019-04-16,"25-34","(1000-2000]","Activo",1,1,1052.28,1052.28,1964.93,400,0,0,0
"2871","15-04-2019",2019-04-16,"25-34","(1000-2000]","Inactivo",63,50,55805.97,0,0,57525.51,55445.35,1233.16,0
"2872","15-04-2019",2019-04-16,"25-34","(2000-5000]","Inactivo",43,28,65201.38,0,0,68304.8,68075.8,0,0
"2873","15-04-2019",2019-04-16,"25-34","(5000+]","Inactivo",9,4,24140.92,0,0,26689.35,18390.35,0,0
"2874","15-04-2019",2019-04-16,"25-34","1000-","Inactivo",20,17,11435.44,0,0,11961.68,11075.62,0,0
"2875","15-04-2019",2019-04-16,"35+","(1000-2000]","Activo",1,1,1312,1267.06,2725.17,223.33,116,0,0
"2876","15-04-2019",2019-04-16,"35+","(1000-2000]","Inactivo",97,81,99818.34,0,0,102071.24,100796.57,0,0
"2877","15-04-2019",2019-04-16,"35+","(2000-5000]","Activo",1,1,3884,3884,0,0,0,0,0
"2878","15-04-2019",2019-04-16,"35+","(2000-5000]","Inactivo",131,102,211373.88,0,0,217624.27,210295.2,676.75,0
"2879","15-04-2019",2019-04-16,"35+","(5000+]","Inactivo",48,37,142030.41,0,0,145594.66,142936.26,0,0
"2880","15-04-2019",2019-04-16,"35+","1000-","Inactivo",37,36,24630.48,0,0,25752.2,24467.71,0,0
"2881","15-04-2019",2019-04-17,"18-24","(1000-2000]","Inactivo",4,3,2926.76,0,0,3306.13,3306.13,0,0
"2882","15-04-2019",2019-04-17,"18-24","(2000-5000]","Inactivo",3,3,1770,0,0,1851.73,1851.73,0,0
"2883","15-04-2019",2019-04-17,"18-24","1000-","Inactivo",3,3,2084,0,0,2288.59,1929.59,0,0
"2884","15-04-2019",2019-04-17,"25-34","(1000-2000]","Inactivo",58,47,56696.44,0,0,60156.13,54785.93,127.01,0
"2885","15-04-2019",2019-04-17,"25-34","(2000-5000]","Activo",1,1,598,598,0,0,0,0,0
"2886","15-04-2019",2019-04-17,"25-34","(2000-5000]","Inactivo",38,29,57821.92,0,0,59996.43,58295.34,0,0
"2887","15-04-2019",2019-04-17,"25-34","(5000+]","Inactivo",6,5,12326.84,0,0,12723.59,12723.59,0,0
"2888","15-04-2019",2019-04-17,"25-34","1000-","Inactivo",17,16,11494.44,0,0,12199.78,11389.52,0,0
"2889","15-04-2019",2019-04-17,"35+","(1000-2000]","Activo",2,2,1975,1975,2312.34,0,0,0,0
"2890","15-04-2019",2019-04-17,"35+","(1000-2000]","Inactivo",83,72,87509.06,0,0,91155.69,87914.92,0,0
"2891","15-04-2019",2019-04-17,"35+","(2000-5000]","Activo",1,1,1500,1500,0,0,0,0,0
"2892","15-04-2019",2019-04-17,"35+","(2000-5000]","Inactivo",138,101,220336.08,0,0,224822.67,221723.56,0,0
"2893","15-04-2019",2019-04-17,"35+","(5000+]","Inactivo",30,26,95664.08,0,0,97149.9,94664.9,0,0
"2894","15-04-2019",2019-04-17,"35+","1000-","Inactivo",31,29,21975.92,0,0,22508.96,22508.96,0,0
"2895","15-04-2019",2019-04-18,"18-24","(2000-5000]","Inactivo",1,1,2759.96,0,0,2759.96,2759.96,0,0
"2896","15-04-2019",2019-04-18,"18-24","1000-","Inactivo",3,3,2057.32,0,0,2323.73,1823.73,0,0
"2897","15-04-2019",2019-04-18,"25-34","(1000-2000]","Activo",1,1,1463.64,1463.64,2981.32,308.39,0,0,0
"2898","15-04-2019",2019-04-18,"25-34","(1000-2000]","Inactivo",37,27,32959.7,0,0,34863.29,30829.98,1360,0
"2899","15-04-2019",2019-04-18,"25-34","(2000-5000]","Activo",3,2,2533,1399.43,3988.72,1622,1222,0,0
"2900","15-04-2019",2019-04-18,"25-34","(2000-5000]","Inactivo",36,24,43679,0,0,45538.89,45288.23,0,0
"2901","15-04-2019",2019-04-18,"25-34","(5000+]","Activo",1,1,2462,2462,0,0,0,0,0
"2902","15-04-2019",2019-04-18,"25-34","(5000+]","Inactivo",6,3,10010.84,0,0,10211.87,10211.87,0,0
"2903","15-04-2019",2019-04-18,"25-34","1000-","Activo",1,1,836.16,836.16,0,0,0,0,0
"2904","15-04-2019",2019-04-18,"25-34","1000-","Inactivo",22,18,12181.08,0,0,12582.82,12324.82,0,0
"2905","15-04-2019",2019-04-18,"35+","(1000-2000]","Activo",2,1,1368.64,1368.64,4177.27,115,1,0,0
"2906","15-04-2019",2019-04-18,"35+","(1000-2000]","Inactivo",75,59,70378.27,0,0,73220.95,68355.27,242.03,0
"2907","15-04-2019",2019-04-18,"35+","(2000-5000]","Inactivo",81,64,151386.53,0,0,155321.57,151199.57,1640,0
"2908","15-04-2019",2019-04-18,"35+","(5000+]","Inactivo",41,26,100540.38,0,0,102395.28,101643.07,0,0
"2909","15-04-2019",2019-04-18,"35+","1000-","Inactivo",24,21,16431.64,0,0,17207.76,16485.15,0,0
"2910","15-04-2019",2019-04-19,"18-24","(1000-2000]","Inactivo",2,1,1100.32,0,0,1217.86,1217.86,0,0
"2911","15-04-2019",2019-04-19,"18-24","1000-","Inactivo",1,1,691.36,0,0,754.76,754.76,0,0
"2912","15-04-2019",2019-04-19,"25-34","(1000-2000]","Activo",3,2,1976.84,1976.84,2150.82,1,1,0,0
"2913","15-04-2019",2019-04-19,"25-34","(1000-2000]","Inactivo",21,15,16675.24,0,0,17139.98,17014.88,0,0
"2914","15-04-2019",2019-04-19,"25-34","(2000-5000]","Inactivo",18,13,24295.05,0,0,25450.47,24485.17,0,0
"2915","15-04-2019",2019-04-19,"25-34","1000-","Inactivo",7,7,5307.28,0,0,5547.83,4904.33,0,0
"2916","15-04-2019",2019-04-19,"35+","(1000-2000]","Activo",1,1,1334,1334,2957.87,0,0,0,0
"2917","15-04-2019",2019-04-19,"35+","(1000-2000]","Inactivo",29,24,30049.32,0,0,31093.87,29763.68,0,0
"2918","15-04-2019",2019-04-19,"35+","(2000-5000]","Inactivo",26,21,48915.44,0,0,50192.1,49692.1,0,0
"2919","15-04-2019",2019-04-19,"35+","(5000+]","Inactivo",5,5,19409.52,0,0,19613.57,19613.57,0,0
"2920","15-04-2019",2019-04-19,"35+","1000-","Inactivo",7,7,4951.16,0,0,5308.43,3963.37,0,0
"2921","15-04-2019",2019-04-20,"18-24","(1000-2000]","Inactivo",3,3,4805.04,0,0,4825.76,4825.76,0,0
"2922","15-04-2019",2019-04-20,"18-24","(2000-5000]","Inactivo",1,1,2937.2,0,0,2937.2,2937.2,0,0
"2923","15-04-2019",2019-04-20,"18-24","(5000+]","Inactivo",1,1,1263,0,0,1389.04,1389.04,0,0
"2924","15-04-2019",2019-04-20,"18-24","1000-","Inactivo",3,3,1609.36,0,0,1614.31,1614.31,0,0
"2925","15-04-2019",2019-04-20,"25-34","(1000-2000]","Inactivo",28,25,31961.01,0,0,33065.4,32345.74,0,0
"2926","15-04-2019",2019-04-20,"25-34","(2000-5000]","Inactivo",18,13,25179.2,0,0,25957.79,25957.79,0,0
"2927","15-04-2019",2019-04-20,"25-34","(5000+]","Inactivo",1,1,1246,0,0,1332.73,1332.73,0,0
"2928","15-04-2019",2019-04-20,"25-34","1000-","Activo",2,2,1547.88,1547.88,1714.28,0,0,0,0
"2929","15-04-2019",2019-04-20,"25-34","1000-","Inactivo",10,10,7235.52,0,0,7438.65,7438.65,0,0
"2930","15-04-2019",2019-04-20,"35+","(1000-2000]","Activo",1,1,1564.92,1564.92,3469.73,0,0,0,0
"2931","15-04-2019",2019-04-20,"35+","(1000-2000]","Inactivo",63,57,66833.81,0,0,69840.9,65156.07,0,0
"2932","15-04-2019",2019-04-20,"35+","(2000-5000]","Inactivo",49,36,89091.22,0,0,90514.62,90007.42,0,0
"2933","15-04-2019",2019-04-20,"35+","(5000+]","Activo",2,2,8898.56,5413.25,9479.65,4516.47,3516.47,1000,0
"2934","15-04-2019",2019-04-20,"35+","(5000+]","Inactivo",18,14,51905.85,0,0,53264.03,53264.03,0,0
"2935","15-04-2019",2019-04-20,"35+","1000-","Inactivo",24,21,15849.64,0,0,16805.09,16805.09,0,0
"2936","15-04-2019",2019-04-21,"18-24","(1000-2000]","Inactivo",4,3,2828.32,0,0,3031.46,2089.96,0,0
"2937","15-04-2019",2019-04-21,"18-24","(2000-5000]","Inactivo",1,1,385,0,0,385,385,0,0
"2938","15-04-2019",2019-04-21,"18-24","1000-","Activo",1,1,660.4,330.2,1623.27,364.73,364.73,0,0
"2939","15-04-2019",2019-04-21,"18-24","1000-","Inactivo",2,2,1812.62,0,0,1812.62,1812.62,0,0
"2940","15-04-2019",2019-04-21,"25-34","(1000-2000]","Activo",2,1,1769.2,1769.2,3922.07,1,1,0,0
"2941","15-04-2019",2019-04-21,"25-34","(1000-2000]","Inactivo",36,28,30742.04,0,0,32060.59,31061.59,0,0
"2942","15-04-2019",2019-04-21,"25-34","(2000-5000]","Inactivo",30,21,41197.07,0,0,43230.33,41958.33,0,0
"2943","15-04-2019",2019-04-21,"25-34","(5000+]","Inactivo",5,2,11447,0,0,11882.08,11882.08,0,0
"2944","15-04-2019",2019-04-21,"25-34","1000-","Activo",2,1,898,535.46,1537.01,450,0,0,0
"2945","15-04-2019",2019-04-21,"25-34","1000-","Inactivo",12,12,8853.96,0,0,9020.1,8741.1,0,0
"2946","15-04-2019",2019-04-21,"35+","(1000-2000]","Inactivo",60,56,62626.96,0,0,64063.34,61843.87,224.11,0
"2947","15-04-2019",2019-04-21,"35+","(2000-5000]","Inactivo",60,48,109034.1,0,0,111590.31,110407.41,0,0
"2948","15-04-2019",2019-04-21,"35+","(5000+]","Inactivo",9,5,19907.54,0,0,20279.47,20279.47,0,0
"2949","15-04-2019",2019-04-21,"35+","1000-","Inactivo",28,24,19078.28,0,0,20213.37,17837.98,0,0
"2950","15-04-2019",2019-04-22,"18-24","(1000-2000]","Inactivo",4,4,3770.52,0,0,4084.96,2848.57,136.39,0
"2951","15-04-2019",2019-04-22,"18-24","(2000-5000]","Inactivo",1,1,1029,0,0,1107.81,1107.81,0,0
"2952","15-04-2019",2019-04-22,"18-24","1000-","Inactivo",3,3,1960,0,0,2032.07,2032.07,0,0
"2953","15-04-2019",2019-04-22,"25-34","(1000-2000]","Inactivo",23,20,22968.32,0,0,24191.25,23803.17,258.44,0
"2954","15-04-2019",2019-04-22,"25-34","(2000-5000]","Activo",2,1,1764,767.14,2593.44,1132,1132,0,0
"2955","15-04-2019",2019-04-22,"25-34","(2000-5000]","Inactivo",22,16,27045.19,0,0,27794.49,27794.49,0,0
"2956","15-04-2019",2019-04-22,"25-34","(5000+]","Inactivo",7,6,21324.44,0,0,21324.44,21324.44,0,0
"2957","15-04-2019",2019-04-22,"25-34","1000-","Inactivo",8,8,5578.28,0,0,5847.86,5334.84,0,0
"2958","15-04-2019",2019-04-22,"35+","(1000-2000]","Activo",1,1,87.68,87.68,191.45,0,0,0,0
"2959","15-04-2019",2019-04-22,"35+","(1000-2000]","Inactivo",45,37,40835.86,0,0,42132.59,39675.81,0,0
"2960","15-04-2019",2019-04-22,"35+","(2000-5000]","Inactivo",51,42,92609.22,0,0,94888.73,92807.26,1368.61,0
"2961","15-04-2019",2019-04-22,"35+","(5000+]","Inactivo",14,10,30192.44,0,0,30377.96,30377.96,0,0
"2962","15-04-2019",2019-04-22,"35+","1000-","Inactivo",15,14,10258.56,0,0,10509.38,9909.38,0,0
"2963","15-04-2019",2019-04-23,"18-24","(1000-2000]","Inactivo",1,1,1920.08,0,0,1920.08,1920.08,0,0
"2964","15-04-2019",2019-04-23,"18-24","(2000-5000]","Inactivo",2,2,644,0,0,644,644,0,0
"2965","15-04-2019",2019-04-23,"18-24","1000-","Activo",1,1,757.64,757.64,1679.82,0,0,0,0
"2966","15-04-2019",2019-04-23,"25-34","(1000-2000]","Activo",3,2,2343,2319.48,5039.38,155,0,0,0
"2967","15-04-2019",2019-04-23,"25-34","(1000-2000]","Inactivo",46,34,41044.29,0,0,42520.31,41720.31,0,0
"2968","15-04-2019",2019-04-23,"25-34","(2000-5000]","Activo",1,1,2287,176.29,4348.46,2522.13,1247.56,1274.57,0
"2969","15-04-2019",2019-04-23,"25-34","(2000-5000]","Inactivo",32,25,43955.76,0,0,45805.33,41284.79,624.61,0
"2970","15-04-2019",2019-04-23,"25-34","(5000+]","Inactivo",7,5,13588.12,0,0,14422.9,8377.4,0,0
"2971","15-04-2019",2019-04-23,"25-34","1000-","Inactivo",17,15,9879.76,0,0,10587.21,9517.3,0,0
"2972","15-04-2019",2019-04-23,"35+","(1000-2000]","Activo",1,1,1529,773.92,2372.35,1000,1000,0,0
"2973","15-04-2019",2019-04-23,"35+","(1000-2000]","Inactivo",65,54,60901.69,0,0,63232.54,60764.92,0,0
"2974","15-04-2019",2019-04-23,"35+","(2000-5000]","Inactivo",95,70,146690.16,0,0,149409.52,148192.52,500,0
"2975","15-04-2019",2019-04-23,"35+","(5000+]","Activo",3,1,3115,1369.7,4447.8,2252.22,2252.22,0,0
"2976","15-04-2019",2019-04-23,"35+","(5000+]","Inactivo",40,27,101126.08,0,0,103160.43,102409.24,0,0
"2977","15-04-2019",2019-04-23,"35+","1000-","Inactivo",17,17,10978.44,0,0,11538.3,10682.7,705.6,0
"2978","15-04-2019",2019-04-24,"18-24","(1000-2000]","Inactivo",4,3,2891.96,0,0,3225.16,2383.24,0,0
"2979","15-04-2019",2019-04-24,"18-24","(2000-5000]","Inactivo",1,1,49,0,0,49,49,0,0
"2980","15-04-2019",2019-04-24,"18-24","1000-","Inactivo",5,2,1517,0,0,1630.78,1310.78,0,0
"2981","15-04-2019",2019-04-24,"25-34","(1000-2000]","Inactivo",26,21,27085.8,0,0,28979.73,25231.94,870,0
"2982","15-04-2019",2019-04-24,"25-34","(2000-5000]","Inactivo",19,15,36361.11,0,0,36400.09,36400.09,0,0
