"","fec_ini_cdto2","fec_ini_cdto","rgo_edad","rgo_limite","B_activo","cdtos","clientes","cap_ini","cap_act","sdo_act","pgos_totales","pgos_sucursal","pgos_banco","pgos_otrocanal"
"1","15-01-2019",2019-01-02,"25-34","(1000-2000]","Inactivo",14,12,13282.08,0,0,13615.7,13350.7,0,0
"2","15-01-2019",2019-01-02,"25-34","(2000-5000]","Inactivo",6,3,5715.32,0,0,6028.8,6028.8,0,0
"3","15-01-2019",2019-01-02,"25-34","(5000+]","Activo",1,1,524.72,524.72,1794.15,0,0,0,0
"4","15-01-2019",2019-01-02,"25-34","(5000+]","Inactivo",3,2,3796,0,0,3964,3964,0,0
"5","15-01-2019",2019-01-02,"25-34","1000-","Inactivo",8,7,5355.36,0,0,5464.54,5464.54,0,0
"6","15-01-2019",2019-01-02,"35+","(1000-2000]","Inactivo",25,23,22775.24,0,0,23708.94,21069.3,0,0
"7","15-01-2019",2019-01-02,"35+","(2000-5000]","Inactivo",27,22,50902.49,0,0,51100.29,51100.29,0,0
"8","15-01-2019",2019-01-02,"35+","(5000+]","Inactivo",10,8,41630.84,0,0,42652.22,42652.22,0,0
"9","15-01-2019",2019-01-02,"35+","1000-","Inactivo",10,10,7109.4,0,0,7458.17,7458.17,0,0
"10","15-01-2019",2019-01-03,"25-34","(1000-2000]","Inactivo",23,17,22924.08,0,0,23929.65,22991.57,0,0
"11","15-01-2019",2019-01-03,"25-34","(2000-5000]","Activo",1,1,1384.4,609.04,1803.54,1457.06,0,0,0
"12","15-01-2019",2019-01-03,"25-34","(2000-5000]","Inactivo",9,8,20672.58,0,0,21181.74,19895.99,0,0
"13","15-01-2019",2019-01-03,"25-34","(5000+]","Inactivo",3,2,3870,0,0,3870,3870,0,0
"14","15-01-2019",2019-01-03,"25-34","1000-","Inactivo",6,6,3306.68,0,0,3409.58,3409.58,0,0
"15","15-01-2019",2019-01-03,"35+","(1000-2000]","Inactivo",37,32,37501.54,0,0,38327.32,37919.32,0,0
"16","15-01-2019",2019-01-03,"35+","(2000-5000]","Inactivo",32,29,53932.47,0,0,54786.11,54786.11,0,0
"17","15-01-2019",2019-01-03,"35+","(5000+]","Inactivo",15,11,54217.56,0,0,54227.3,54227.3,0,0
"18","15-01-2019",2019-01-03,"35+","1000-","Activo",1,1,666,262.9,921.59,650,0,0,0
"19","15-01-2019",2019-01-03,"35+","1000-","Inactivo",15,14,10794.36,0,0,11186.84,11186.84,0,0
"20","15-01-2019",2019-01-04,"18-24","(1000-2000]","Inactivo",1,1,1498.24,0,0,1595.62,1595.62,0,0
"21","15-01-2019",2019-01-04,"25-34","(1000-2000]","Activo",1,1,508,508,1218.77,0,0,0,0
"22","15-01-2019",2019-01-04,"25-34","(1000-2000]","Inactivo",23,16,20690.24,0,0,21763.46,21763.46,0,0
"23","15-01-2019",2019-01-04,"25-34","(2000-5000]","Inactivo",11,8,20287.58,0,0,21138.59,21138.59,0,0
"24","15-01-2019",2019-01-04,"25-34","(5000+]","Activo",1,1,2279,2279,0,0,0,0,0
"25","15-01-2019",2019-01-04,"25-34","(5000+]","Inactivo",1,1,2256,0,0,2256,2256,0,0
"26","15-01-2019",2019-01-04,"25-34","1000-","Activo",1,1,934.32,510.52,1764.04,467.16,467.16,0,0
"27","15-01-2019",2019-01-04,"25-34","1000-","Inactivo",12,10,6062.6,0,0,6469.06,6469.06,0,0
"28","15-01-2019",2019-01-04,"35+","(1000-2000]","Activo",1,1,1764,1764,0,0,0,0,0
"29","15-01-2019",2019-01-04,"35+","(1000-2000]","Inactivo",40,39,52760.58,0,0,54149.48,53449.48,0,0
"30","15-01-2019",2019-01-04,"35+","(2000-5000]","Activo",1,1,3403,3403,0,0,0,0,0
"31","15-01-2019",2019-01-04,"35+","(2000-5000]","Inactivo",58,49,113131.2,0,0,115962.68,114268.82,0,0
"32","15-01-2019",2019-01-04,"35+","(5000+]","Inactivo",24,14,53714.97,0,0,54380.06,54380.06,0,0
"33","15-01-2019",2019-01-04,"35+","1000-","Inactivo",15,15,10395.6,0,0,10591.54,10591.54,0,0
"34","15-01-2019",2019-01-05,"18-24","(1000-2000]","Inactivo",1,1,526.5,0,0,610.83,0,0,0
"35","15-01-2019",2019-01-05,"18-24","(2000-5000]","Inactivo",1,1,1205.36,0,0,1205.36,1205.36,0,0
"36","15-01-2019",2019-01-05,"18-24","1000-","Inactivo",2,2,1592.84,0,0,1733.24,1217.76,0,0
"37","15-01-2019",2019-01-05,"25-34","(1000-2000]","Activo",1,1,1237.6,637.21,2666.48,1650,500,0,0
"38","15-01-2019",2019-01-05,"25-34","(1000-2000]","Inactivo",37,28,30388.84,0,0,31782.59,31282.59,0,0
"39","15-01-2019",2019-01-05,"25-34","(2000-5000]","Activo",1,1,1296,972.06,3935.79,554,554,0,0
"40","15-01-2019",2019-01-05,"25-34","(2000-5000]","Inactivo",29,22,45302.11,0,0,46299.94,46299.94,0,0
"41","15-01-2019",2019-01-05,"25-34","(5000+]","Inactivo",2,2,6757.99,0,0,6757.99,6757.99,0,0
"42","15-01-2019",2019-01-05,"25-34","1000-","Activo",3,2,1345.28,1345.28,3226.16,0,0,0,0
"43","15-01-2019",2019-01-05,"25-34","1000-","Inactivo",8,8,4614.24,0,0,4680,4680,0,0
"44","15-01-2019",2019-01-05,"35+","(1000-2000]","Activo",1,1,1276.56,1173.9,2559.67,500,0,0,0
"45","15-01-2019",2019-01-05,"35+","(1000-2000]","Inactivo",76,64,82521.35,0,0,85364.93,83468.16,0,0
"46","15-01-2019",2019-01-05,"35+","(2000-5000]","Activo",2,2,4640.92,4640.92,5365.26,0,0,0,0
"47","15-01-2019",2019-01-05,"35+","(2000-5000]","Inactivo",47,40,81402.68,0,0,83619.16,83300.16,0,0
"48","15-01-2019",2019-01-05,"35+","(5000+]","Inactivo",15,14,56810.54,0,0,57385.37,57385.37,0,0
"49","15-01-2019",2019-01-05,"35+","1000-","Activo",1,1,639.2,463.67,2018.12,200,200,0,0
"50","15-01-2019",2019-01-05,"35+","1000-","Inactivo",16,16,11394.8,0,0,12029.78,11942.78,0,0
"51","15-01-2019",2019-01-06,"18-24","(1000-2000]","Inactivo",3,2,2683,0,0,2683,2683,0,0
"52","15-01-2019",2019-01-06,"18-24","(5000+]","Inactivo",1,1,4826,0,0,5083.7,5083.7,0,0
"53","15-01-2019",2019-01-06,"18-24","1000-","Inactivo",2,2,1023.84,0,0,1193.49,215.65,0,0
"54","15-01-2019",2019-01-06,"25-34","(1000-2000]","Inactivo",11,8,8619.28,0,0,8854.79,8854.79,0,0
"55","15-01-2019",2019-01-06,"25-34","(2000-5000]","Inactivo",5,5,12580.76,0,0,12856.46,12220.99,0,0
"56","15-01-2019",2019-01-06,"25-34","(5000+]","Inactivo",1,1,5525,0,0,5525,5525,0,0
"57","15-01-2019",2019-01-06,"25-34","1000-","Inactivo",3,3,1907,0,0,1907,1907,0,0
"58","15-01-2019",2019-01-06,"35+","(1000-2000]","Inactivo",42,35,43958.66,0,0,45593.41,45328.41,0,0
"59","15-01-2019",2019-01-06,"35+","(2000-5000]","Inactivo",34,27,61069.54,0,0,61928.85,61224.71,0,0
"60","15-01-2019",2019-01-06,"35+","(5000+]","Inactivo",9,6,15118.86,0,0,15130.34,15130.34,0,0
"61","15-01-2019",2019-01-06,"35+","1000-","Inactivo",5,5,3652.73,0,0,3904.79,3904.79,0,0
"62","15-01-2019",2019-01-07,"25-34","(1000-2000]","Activo",1,1,469,469,1124.68,0,0,0,0
"63","15-01-2019",2019-01-07,"25-34","(1000-2000]","Inactivo",21,17,19010.14,0,0,19250.05,19250.05,0,0
"64","15-01-2019",2019-01-07,"25-34","(2000-5000]","Inactivo",10,8,17455.4,0,0,18525.48,16186.48,0,0
"65","15-01-2019",2019-01-07,"25-34","(5000+]","Inactivo",3,2,7751,0,0,8151.5,8151.5,0,0
"66","15-01-2019",2019-01-07,"25-34","1000-","Activo",2,1,908.56,540.31,1191.57,982,450,0,0
"67","15-01-2019",2019-01-07,"25-34","1000-","Inactivo",4,4,2653.96,0,0,2843.07,2843.07,0,0
"68","15-01-2019",2019-01-07,"35+","(1000-2000]","Inactivo",45,35,41047.76,0,0,42117.46,42117.46,0,0
"69","15-01-2019",2019-01-07,"35+","(2000-5000]","Inactivo",26,20,40164.43,0,0,40939.98,40939.98,0,0
"70","15-01-2019",2019-01-07,"35+","(5000+]","Inactivo",8,5,16054.9,0,0,16054.9,16054.9,0,0
"71","15-01-2019",2019-01-07,"35+","1000-","Inactivo",7,7,5516.16,0,0,5581.57,5581.57,0,0
"72","15-01-2019",2019-01-08,"18-24","(1000-2000]","Inactivo",1,1,1601.2,0,0,1766.58,1427.58,0,0
"73","15-01-2019",2019-01-08,"25-34","(1000-2000]","Activo",1,1,1288,1288,4471.74,1,1,0,0
"74","15-01-2019",2019-01-08,"25-34","(1000-2000]","Inactivo",3,3,3437.98,0,0,3576.18,3576.18,0,0
"75","15-01-2019",2019-01-08,"25-34","(2000-5000]","Inactivo",4,2,2634.99,0,0,2634.99,2634.99,0,0
"76","15-01-2019",2019-01-08,"25-34","1000-","Inactivo",4,3,2390.4,0,0,2536.53,2536.53,0,0
"77","15-01-2019",2019-01-08,"35+","(1000-2000]","Inactivo",34,31,41372.02,0,0,42662.93,41644.93,0,0
"78","15-01-2019",2019-01-08,"35+","(2000-5000]","Inactivo",33,25,57213.24,0,0,57697.03,57697.03,0,0
"79","15-01-2019",2019-01-08,"35+","(5000+]","Inactivo",15,12,55836.32,0,0,56221.74,56221.74,0,0
"80","15-01-2019",2019-01-08,"35+","1000-","Inactivo",12,8,6063.92,0,0,6218.96,6218.96,0,0
"81","15-01-2019",2019-01-09,"25-34","(1000-2000]","Activo",1,1,1035.08,546.27,1202.73,1300,800,0,0
"82","15-01-2019",2019-01-09,"25-34","(1000-2000]","Inactivo",16,13,13542.39,0,0,13892.55,13693.55,0,0
"83","15-01-2019",2019-01-09,"25-34","(2000-5000]","Inactivo",9,7,14711.07,0,0,14912.95,14912.95,0,0
"84","15-01-2019",2019-01-09,"25-34","(5000+]","Inactivo",4,2,10383.9,0,0,10436.14,10436.14,0,0
"85","15-01-2019",2019-01-09,"25-34","1000-","Inactivo",3,3,2409.72,0,0,2613.84,2613.84,0,0
"86","15-01-2019",2019-01-09,"35+","(1000-2000]","Inactivo",47,40,47198.02,0,0,48361.18,47189.66,0,0
"87","15-01-2019",2019-01-09,"35+","(2000-5000]","Activo",1,1,2536.76,2536.76,0,0,0,0,0
"88","15-01-2019",2019-01-09,"35+","(2000-5000]","Inactivo",30,27,62560.56,0,0,63573.89,63344.89,0,0
"89","15-01-2019",2019-01-09,"35+","(5000+]","Inactivo",15,14,47891.96,0,0,48796.67,48147.67,0,0
"90","15-01-2019",2019-01-09,"35+","1000-","Activo",2,2,1456.98,754.32,2519.73,1050,427.4,0,0
"91","15-01-2019",2019-01-09,"35+","1000-","Inactivo",10,10,7645.28,0,0,7777.58,7777.58,0,0
"92","15-01-2019",2019-01-10,"18-24","(1000-2000]","Inactivo",1,1,1250.08,0,0,1366.08,1366.08,0,0
"93","15-01-2019",2019-01-10,"18-24","(2000-5000]","Inactivo",3,2,2764,0,0,2842.68,2649.37,0,0
"94","15-01-2019",2019-01-10,"25-34","(1000-2000]","Inactivo",6,6,7448.6,0,0,7472.52,7472.52,0,0
"95","15-01-2019",2019-01-10,"25-34","(2000-5000]","Inactivo",6,6,10137.9,0,0,10177.62,10177.62,0,0
"96","15-01-2019",2019-01-10,"25-34","(5000+]","Inactivo",1,1,1402,0,0,1402,1402,0,0
"97","15-01-2019",2019-01-10,"25-34","1000-","Inactivo",5,5,2715.36,0,0,2910.94,2910.94,0,0
"98","15-01-2019",2019-01-10,"35+","(1000-2000]","Activo",2,2,2853.44,2853.44,2257.33,300,0,0,0
"99","15-01-2019",2019-01-10,"35+","(1000-2000]","Inactivo",36,35,45393.28,0,0,47348.34,46324.84,0,0
"100","15-01-2019",2019-01-10,"35+","(2000-5000]","Inactivo",48,41,93054.32,0,0,95373.47,93645.47,0,0
"101","15-01-2019",2019-01-10,"35+","(5000+]","Inactivo",18,14,60320.84,0,0,60320.84,60320.84,0,0
"102","15-01-2019",2019-01-10,"35+","1000-","Activo",2,1,758.96,758.96,1841.64,2,0,0,0
"103","15-01-2019",2019-01-10,"35+","1000-","Inactivo",16,14,9614.4,0,0,9775.98,9775.98,0,0
"104","15-01-2019",2019-01-11,"18-24","(1000-2000]","Inactivo",1,1,498,0,0,501.49,501.49,0,0
"105","15-01-2019",2019-01-11,"18-24","(2000-5000]","Inactivo",1,1,2114,0,0,2114,2114,0,0
"106","15-01-2019",2019-01-11,"18-24","1000-","Inactivo",1,1,799,0,0,884.34,575.34,0,0
"107","15-01-2019",2019-01-11,"25-34","(1000-2000]","Activo",1,1,644.4,195.21,564.95,1000,0,0,0
"108","15-01-2019",2019-01-11,"25-34","(1000-2000]","Inactivo",19,15,18997.76,0,0,19242.6,19242.6,0,0
"109","15-01-2019",2019-01-11,"25-34","(2000-5000]","Activo",1,1,1154,817.66,1994.76,800,0,0,0
"110","15-01-2019",2019-01-11,"25-34","(2000-5000]","Inactivo",12,10,24933,0,0,25209.54,23779,0,0
"111","15-01-2019",2019-01-11,"25-34","(5000+]","Inactivo",1,1,2435,0,0,2435,2435,0,0
"112","15-01-2019",2019-01-11,"25-34","1000-","Inactivo",10,8,5653.52,0,0,6944.44,5503.39,0,0
"113","15-01-2019",2019-01-11,"35+","(1000-2000]","Inactivo",48,45,58610.46,0,0,60564.05,59632.85,0,0
"114","15-01-2019",2019-01-11,"35+","(2000-5000]","Inactivo",51,45,92997.3,0,0,94745.63,94297.63,0,0
"115","15-01-2019",2019-01-11,"35+","(5000+]","Inactivo",20,18,69918.99,0,0,70932.78,70932.78,0,0
"116","15-01-2019",2019-01-11,"35+","1000-","Inactivo",17,16,12396.36,0,0,12475.98,12475.98,0,0
"117","15-01-2019",2019-01-12,"25-34","(1000-2000]","Inactivo",16,14,18440.12,0,0,18970.56,18770.56,0,0
"118","15-01-2019",2019-01-12,"25-34","(2000-5000]","Inactivo",22,19,36785.71,0,0,38064.13,36225.13,0,0
"119","15-01-2019",2019-01-12,"25-34","(5000+]","Inactivo",3,2,10234.5,0,0,10234.5,10234.5,0,0
"120","15-01-2019",2019-01-12,"25-34","1000-","Inactivo",9,7,5454.4,0,0,5838.03,4924.58,0,0
"121","15-01-2019",2019-01-12,"35+","(1000-2000]","Inactivo",63,54,64795.62,0,0,67493.8,67493.8,0,0
"122","15-01-2019",2019-01-12,"35+","(2000-5000]","Activo",1,1,2903.88,2903.88,0,0,0,0,0
"123","15-01-2019",2019-01-12,"35+","(2000-5000]","Inactivo",68,55,145468.11,0,0,149095.29,148596.29,0,0
"124","15-01-2019",2019-01-12,"35+","(5000+]","Inactivo",22,19,73156.91,0,0,74141.61,73917.51,0,0
"125","15-01-2019",2019-01-12,"35+","1000-","Inactivo",22,19,13636.32,0,0,14311.74,14012.74,0,0
"126","15-01-2019",2019-01-13,"18-24","(1000-2000]","Inactivo",1,1,1155.76,0,0,1155.76,1155.76,0,0
"127","15-01-2019",2019-01-13,"18-24","(2000-5000]","Inactivo",1,1,1343,0,0,1343,1343,0,0
"128","15-01-2019",2019-01-13,"25-34","(1000-2000]","Inactivo",29,25,30995.4,0,0,32583.65,28993.34,0,0
"129","15-01-2019",2019-01-13,"25-34","(2000-5000]","Inactivo",18,16,35621.68,0,0,35621.68,35621.68,0,0
"130","15-01-2019",2019-01-13,"25-34","(5000+]","Inactivo",4,3,13382,0,0,14365.66,13926.66,0,0
"131","15-01-2019",2019-01-13,"25-34","1000-","Inactivo",10,9,7045.88,0,0,7279.04,7279.04,0,0
"132","15-01-2019",2019-01-13,"35+","(1000-2000]","Inactivo",68,60,73056.64,0,0,74542.76,74542.76,0,0
"133","15-01-2019",2019-01-13,"35+","(2000-5000]","Inactivo",68,53,126931.7,0,0,130484.17,126734.17,0,0
"134","15-01-2019",2019-01-13,"35+","(5000+]","Inactivo",22,13,65770.4,0,0,66359.07,65403.07,0,0
"135","15-01-2019",2019-01-13,"35+","1000-","Inactivo",19,19,14732.72,0,0,15163.06,15163.06,0,0
"136","15-01-2019",2019-01-14,"18-24","(1000-2000]","Inactivo",5,3,3936.84,0,0,4110.58,4110.58,0,0
"137","15-01-2019",2019-01-14,"25-34","(1000-2000]","Activo",1,1,1052,1052,3624.2,1,1,0,0
"138","15-01-2019",2019-01-14,"25-34","(1000-2000]","Inactivo",11,10,12557.42,0,0,13434.48,12100.77,1183.71,0
"139","15-01-2019",2019-01-14,"25-34","(2000-5000]","Activo",1,1,3034.4,3034.4,10455.38,1,1,0,0
"140","15-01-2019",2019-01-14,"25-34","(2000-5000]","Inactivo",12,11,22933.48,0,0,23150.32,23150.32,0,0
"141","15-01-2019",2019-01-14,"25-34","(5000+]","Inactivo",3,2,8097.48,0,0,8097.48,8097.48,0,0
"142","15-01-2019",2019-01-14,"25-34","1000-","Inactivo",12,11,9388.56,0,0,10196.02,9804.7,0,0
"143","15-01-2019",2019-01-14,"35+","(1000-2000]","Inactivo",36,33,36470.8,0,0,37946.35,37601.35,0,0
"144","15-01-2019",2019-01-14,"35+","(2000-5000]","Inactivo",37,31,67773.62,0,0,68574.45,68574.45,0,0
"145","15-01-2019",2019-01-14,"35+","(5000+]","Inactivo",10,7,23267,0,0,23267,23267,0,0
"146","15-01-2019",2019-01-14,"35+","1000-","Inactivo",20,17,12435,0,0,12935.39,12935.39,0,0
"147","15-01-2019",2019-01-15,"18-24","(1000-2000]","Inactivo",3,3,4662.32,0,0,4810.27,4810.27,0,0
"148","15-01-2019",2019-01-15,"18-24","(2000-5000]","Inactivo",1,1,2317.08,0,0,2758.28,2758.28,0,0
"149","15-01-2019",2019-01-15,"25-34","(1000-2000]","Activo",1,1,1128,1128,0,0,0,0,0
"150","15-01-2019",2019-01-15,"25-34","(1000-2000]","Inactivo",19,16,21434.44,0,0,22148.58,21933.58,0,0
"151","15-01-2019",2019-01-15,"25-34","(2000-5000]","Activo",1,1,1784.9,1784.9,0,0,0,0,0
"152","15-01-2019",2019-01-15,"25-34","(2000-5000]","Inactivo",28,20,45390.78,0,0,45991.72,45991.72,0,0
"153","15-01-2019",2019-01-15,"25-34","(5000+]","Inactivo",1,1,5587,0,0,5587,5587,0,0
"154","15-01-2019",2019-01-15,"25-34","1000-","Inactivo",9,9,6683.44,0,0,6967.66,6138.86,0,0
"155","15-01-2019",2019-01-15,"35+","(1000-2000]","Inactivo",57,49,56752.71,0,0,59697.09,59040.92,0,0
"156","15-01-2019",2019-01-15,"35+","(2000-5000]","Inactivo",66,54,110598.24,0,0,114090.07,112681.07,0,0
"157","15-01-2019",2019-01-15,"35+","(5000+]","Inactivo",32,22,113526.92,0,0,114491.5,114491.5,0,0
"158","15-01-2019",2019-01-15,"35+","1000-","Activo",1,1,105.68,105.68,253.39,0,0,0,0
"159","15-01-2019",2019-01-15,"35+","1000-","Inactivo",17,16,11700.28,0,0,12109.56,12109.56,0,0
"160","15-01-2019",2019-01-16,"18-24","(1000-2000]","Inactivo",1,1,1062.6,0,0,1176.08,1176.08,0,0
"161","15-01-2019",2019-01-16,"18-24","(2000-5000]","Inactivo",1,1,160.24,0,0,160.24,160.24,0,0
"162","15-01-2019",2019-01-16,"25-34","(1000-2000]","Inactivo",26,21,23558.04,0,0,23806,23317,0,0
"163","15-01-2019",2019-01-16,"25-34","(2000-5000]","Inactivo",13,12,20984.47,0,0,21741.49,20411.49,0,0
"164","15-01-2019",2019-01-16,"25-34","(5000+]","Inactivo",4,3,11616,0,0,11655.33,11655.33,0,0
"165","15-01-2019",2019-01-16,"25-34","1000-","Inactivo",9,9,6277.16,0,0,6782.23,5832.23,0,0
"166","15-01-2019",2019-01-16,"35+","(1000-2000]","Inactivo",44,39,50105.71,0,0,52030.47,50591.47,0,0
"167","15-01-2019",2019-01-16,"35+","(2000-5000]","Activo",1,1,154,154,0,0,0,0,0
"168","15-01-2019",2019-01-16,"35+","(2000-5000]","Inactivo",61,47,104245.08,0,0,106613.52,106224.52,0,0
"169","15-01-2019",2019-01-16,"35+","(5000+]","Activo",1,1,2596,2596,0,0,0,0,0
"170","15-01-2019",2019-01-16,"35+","(5000+]","Inactivo",17,12,42097.11,0,0,42796.51,42796.51,0,0
"171","15-01-2019",2019-01-16,"35+","1000-","Activo",1,1,500,500,0,0,0,0,0
"172","15-01-2019",2019-01-16,"35+","1000-","Inactivo",16,15,11747.34,0,0,12064.61,12064.61,0,0
"173","15-01-2019",2019-01-17,"18-24","(1000-2000]","Inactivo",4,1,656,0,0,660.58,660.58,0,0
"174","15-01-2019",2019-01-17,"18-24","(2000-5000]","Inactivo",3,2,5099.96,0,0,5135.66,5135.66,0,0
"175","15-01-2019",2019-01-17,"18-24","1000-","Inactivo",1,1,419,0,0,421.93,421.93,0,0
"176","15-01-2019",2019-01-17,"25-34","(1000-2000]","Activo",1,1,574,574,0,0,0,0,0
"177","15-01-2019",2019-01-17,"25-34","(1000-2000]","Inactivo",35,28,36262.4,0,0,37095.37,37095.37,0,0
"178","15-01-2019",2019-01-17,"25-34","(2000-5000]","Inactivo",17,15,32712.9,0,0,33599.96,33599.96,0,0
"179","15-01-2019",2019-01-17,"25-34","(5000+]","Inactivo",11,6,24750.88,0,0,25280.71,25280.71,0,0
"180","15-01-2019",2019-01-17,"25-34","1000-","Inactivo",7,7,5614.76,0,0,5767.79,5767.79,0,0
"181","15-01-2019",2019-01-17,"35+","(1000-2000]","Activo",1,1,670,670,1598.25,8.49,0,0,0
"182","15-01-2019",2019-01-17,"35+","(1000-2000]","Inactivo",63,51,62214.27,0,0,65757.19,62143.27,0,0
"183","15-01-2019",2019-01-17,"35+","(2000-5000]","Inactivo",80,69,166859.31,0,0,170162.82,169334.82,0,0
"184","15-01-2019",2019-01-17,"35+","(5000+]","Inactivo",43,37,186860.66,0,0,188996.5,187338.5,0,0
"185","15-01-2019",2019-01-17,"35+","1000-","Activo",1,1,737,737,0,0,0,0,0
"186","15-01-2019",2019-01-17,"35+","1000-","Inactivo",33,31,24951.54,0,0,25359.7,25359.7,0,0
"187","15-01-2019",2019-01-18,"18-24","(2000-5000]","Inactivo",1,1,811,0,0,873.14,873.14,0,0
"188","15-01-2019",2019-01-18,"25-34","(1000-2000]","Inactivo",27,23,22629.73,0,0,23586.76,22546.79,0,0
"189","15-01-2019",2019-01-18,"25-34","(2000-5000]","Inactivo",24,20,42804.53,0,0,43951.19,43552.19,0,0
"190","15-01-2019",2019-01-18,"25-34","(5000+]","Inactivo",5,4,13571,0,0,13962.04,13962.04,0,0
"191","15-01-2019",2019-01-18,"25-34","1000-","Inactivo",11,9,6274.08,0,0,6478.51,6478.51,0,0
"192","15-01-2019",2019-01-18,"35+","(1000-2000]","Inactivo",69,57,68264.88,0,0,70703.96,70384.96,0,0
"193","15-01-2019",2019-01-18,"35+","(2000-5000]","Inactivo",54,43,99943.5,0,0,100843.13,100843.13,0,0
"194","15-01-2019",2019-01-18,"35+","(5000+]","Inactivo",30,22,94663.84,0,0,96223.22,95864.22,0,0
"195","15-01-2019",2019-01-18,"35+","1000-","Inactivo",12,12,8172.2,0,0,8405.54,8405.54,0,0
"196","15-01-2019",2019-01-19,"18-24","(1000-2000]","Inactivo",3,2,3136.12,0,0,3569.55,1433.12,0,0
"197","15-01-2019",2019-01-19,"18-24","(2000-5000]","Inactivo",2,2,4720,0,0,4720,4720,0,0
"198","15-01-2019",2019-01-19,"18-24","1000-","Inactivo",2,2,1516,0,0,1637.12,1137.12,0,0
"199","15-01-2019",2019-01-19,"25-34","(1000-2000]","Inactivo",28,23,29562.38,0,0,30645.74,29618.31,0,0
"200","15-01-2019",2019-01-19,"25-34","(2000-5000]","Inactivo",21,18,47991.36,0,0,48702.05,48702.05,0,0
"201","15-01-2019",2019-01-19,"25-34","(5000+]","Inactivo",4,4,13491.99,0,0,13501.29,13501.29,0,0
"202","15-01-2019",2019-01-19,"25-34","1000-","Inactivo",18,17,12869.36,0,0,13901.33,13285.29,0,0
"203","15-01-2019",2019-01-19,"35+","(1000-2000]","Inactivo",87,74,89660.69,0,0,92578.38,88925.91,0,0
"204","15-01-2019",2019-01-19,"35+","(2000-5000]","Activo",1,1,3001.16,3001.16,0,0,0,0,0
"205","15-01-2019",2019-01-19,"35+","(2000-5000]","Inactivo",91,72,163108.08,0,0,166897.34,161393.13,0,0
"206","15-01-2019",2019-01-19,"35+","(5000+]","Inactivo",40,29,123148.58,0,0,126346.59,122943.59,0,0
"207","15-01-2019",2019-01-19,"35+","1000-","Inactivo",31,25,18250.6,0,0,19412.43,17695.84,0,0
"208","15-01-2019",2019-01-20,"18-24","(1000-2000]","Inactivo",2,2,2283.64,0,0,2290.92,2290.92,0,0
"209","15-01-2019",2019-01-20,"18-24","(2000-5000]","Inactivo",2,1,1731,0,0,1731,1731,0,0
"210","15-01-2019",2019-01-20,"18-24","(5000+]","Inactivo",4,1,4716,0,0,4716,4716,0,0
"211","15-01-2019",2019-01-20,"18-24","1000-","Inactivo",1,1,713.32,0,0,718.31,718.31,0,0
"212","15-01-2019",2019-01-20,"25-34","(1000-2000]","Activo",1,1,1440.72,1440.72,0,0,0,0,0
"213","15-01-2019",2019-01-20,"25-34","(1000-2000]","Inactivo",38,32,41118.63,0,0,42397.37,40913.27,1035,0
"214","15-01-2019",2019-01-20,"25-34","(2000-5000]","Inactivo",18,15,29370.76,0,0,29803.29,29803.29,0,0
"215","15-01-2019",2019-01-20,"25-34","(5000+]","Inactivo",1,1,5173.68,0,0,5173.68,5173.68,0,0
"216","15-01-2019",2019-01-20,"25-34","1000-","Inactivo",16,15,10794.84,0,0,11113.18,10256.34,0,0
"217","15-01-2019",2019-01-20,"35+","(1000-2000]","Activo",1,1,1489,1072.46,2861.2,700,0,0,0
"218","15-01-2019",2019-01-20,"35+","(1000-2000]","Inactivo",86,72,91620.58,0,0,93518.19,92313.17,0,0
"219","15-01-2019",2019-01-20,"35+","(2000-5000]","Activo",1,1,3084.08,2698.57,10040.35,422,422,0,0
"220","15-01-2019",2019-01-20,"35+","(2000-5000]","Inactivo",84,65,137275.66,0,0,140069.94,139261.94,0,0
"221","15-01-2019",2019-01-20,"35+","(5000+]","Inactivo",10,10,42334.88,0,0,42430.53,42430.53,0,0
"222","15-01-2019",2019-01-20,"35+","1000-","Activo",1,1,614,171.9,672.48,800,0,0,0
"223","15-01-2019",2019-01-20,"35+","1000-","Inactivo",27,23,17085.96,0,0,17558.76,17308.76,0,0
"224","15-01-2019",2019-01-21,"18-24","(1000-2000]","Inactivo",2,1,815,0,0,815,815,0,0
"225","15-01-2019",2019-01-21,"25-34","(1000-2000]","Inactivo",24,20,23527.16,0,0,24588.4,23963.44,0,0
"226","15-01-2019",2019-01-21,"25-34","(2000-5000]","Activo",1,1,3287.68,3287.68,0,0,0,0,0
"227","15-01-2019",2019-01-21,"25-34","(2000-5000]","Inactivo",10,8,21512.88,0,0,22515.13,21794.93,0,0
"228","15-01-2019",2019-01-21,"25-34","(5000+]","Inactivo",1,1,5580.4,0,0,6098.28,6098.28,0,0
"229","15-01-2019",2019-01-21,"25-34","1000-","Activo",1,1,751.52,657.58,2284.89,303,303,0,0
"230","15-01-2019",2019-01-21,"25-34","1000-","Inactivo",13,10,7101.14,0,0,7538,7279,0,0
"231","15-01-2019",2019-01-21,"35+","(1000-2000]","Activo",1,1,1344,622.44,1985.76,1221,1,0,0
"232","15-01-2019",2019-01-21,"35+","(1000-2000]","Inactivo",36,33,41864.03,0,0,42868.16,42661.83,0,0
"233","15-01-2019",2019-01-21,"35+","(2000-5000]","Activo",1,1,669,334.5,1186.01,374.87,374.87,0,0
