"","cliente","fecha","pago","id_sucursal","hora"
"7261",1540,2018-09-07,0,10,14
"7262",1458,2018-10-07,0,10,13
"7263",1517,2018-01-28,200,10,15
"7264",1612,2017-07-14,539.56,10,16
"7265",1539,2017-09-02,0,10,11
"7266",1604,2018-12-18,0,10,11
"7267",1596,2017-07-16,0,10,11
"7268",1596,2017-07-17,0,10,16
"7269",1586,2018-08-01,1010.88,10,14
"7270",1596,2017-07-30,0,10,10
"7271",1528,2018-01-03,0,10,14
"7272",1543,2018-05-09,0,10,15
"7273",1613,2018-05-15,0,10,11
"7274",1497,2018-11-08,0,10,15
"7275",1603,2017-07-16,0,10,13
"7276",1595,2017-08-15,0,10,13
"7277",1477,2018-07-04,0,10,11
"7278",1506,2017-08-19,0,10,16
"7279",1555,2018-08-08,0,10,15
"7280",1610,2018-08-14,500,10,10
"7281",1535,2018-09-27,0,10,17
"7282",1459,2017-11-08,0,10,17
"7283",1459,2017-09-12,0,10,13
"7284",1520,2018-02-27,0,10,10
"7285",1576,2018-10-06,0,10,16
"7286",1471,2018-01-17,0,10,16
"7287",1583,2018-03-29,0,10,10
"7288",1465,2018-08-23,0,10,14
"7289",1496,2018-05-21,0,10,16
"7290",1461,2017-09-01,1000,10,11
"7291",1458,2018-03-13,0,10,11
"7292",1521,2018-11-19,0,10,15
"7293",1510,2017-11-20,0,10,16
"7294",1465,2018-09-02,0,10,13
"7295",1491,2018-01-16,0,10,12
"7296",1573,2018-01-16,0,10,12
"7297",1463,2018-04-26,0,10,13
"7298",1618,2018-08-12,0,10,11
"7299",1619,2017-12-13,0,10,14
"7300",1551,2018-05-10,0,10,14
"7301",1620,2018-12-09,0,10,16
"7302",1596,2017-07-24,500,10,11
"7303",1528,2018-01-08,0,10,10
"7304",1621,2018-11-10,0,10,14
"7305",1598,2018-05-19,0,10,12
"7306",1622,2018-04-24,200,10,14
"7307",1596,2017-08-02,300,10,17
"7308",1623,2018-09-14,200,10,12
"7309",1600,2018-12-17,0,10,16
"7310",1624,2017-08-20,0,10,11
"7311",1578,2017-07-31,0,10,16
"7312",1580,2017-12-17,0,10,16
"7313",1481,2018-02-26,0,10,11
"7314",1546,2018-04-24,0,10,14
"7315",1507,2017-08-02,595.68,10,18
"7316",1486,2017-07-22,0,10,10
"7317",1613,2018-05-07,0,10,10
"7318",1493,2017-09-21,0,10,15
"7319",1520,2017-10-29,0,10,11
"7320",1464,2017-08-15,0,10,10
"7321",1576,2018-04-25,0,10,14
"7322",1504,2017-11-12,0,10,12
"7323",1626,2018-09-30,0,10,12
"7324",1504,2017-09-14,0,10,11
"7325",1496,2018-07-03,0,10,15
"7326",1461,2017-07-28,0,10,14
"7327",1467,2018-04-22,0,10,15
"7328",1592,2018-12-11,0,10,17
"7329",1627,2018-12-14,0,10,12
"7330",1590,2018-03-17,0,10,13
"7331",1464,2017-12-04,0,10,13
"7332",1520,2017-12-01,0,10,10
"7333",1628,2018-05-07,0,10,15
"7334",1629,2017-10-31,0,10,16
"7335",1539,2017-09-07,0,10,11
"7336",1470,2018-08-30,0,10,12
"7337",1573,2017-10-26,0,10,12
"7338",1493,2018-04-01,0,10,11
"7339",1596,2017-08-01,0,10,12
"7340",1543,2018-09-26,0,10,15
"7341",1554,2018-05-28,0,10,11
"7342",1630,2017-10-08,0,10,12
"7343",1536,2018-01-24,0,10,16
"7344",1522,2018-05-21,0,10,13
"7345",1528,2018-01-07,0,10,10
"7346",1501,2018-05-09,0,10,13
"7347",1545,2017-08-25,0,10,13
"7348",1507,2017-08-02,0,10,17
"7349",1632,2017-08-12,0,10,11
"7350",1592,2018-09-05,0,10,12
"7351",1464,2017-10-09,0,10,10
"7352",1488,2018-01-04,250,10,17
"7353",1576,2017-08-17,729.38,10,17
"7354",1576,2017-08-16,0,10,15
"7355",1591,2017-12-07,0,10,9
"7356",1491,2018-05-08,143.81,10,17
"7357",1511,2017-08-21,240,10,16
"7358",1461,2017-07-30,0,10,14
"7359",1573,2017-12-17,0,10,15
"7360",1520,2017-11-16,0,10,11
"7361",1465,2018-05-26,0,10,15
"7362",1635,2017-10-17,0,10,16
"7363",1636,2017-07-14,0,10,13
"7364",1637,2017-07-31,0,10,14
"7365",1504,2017-09-22,0,10,13
"7366",1638,2018-05-09,0,10,15
"7367",1493,2018-11-08,0,10,13
"7368",1489,2017-12-21,0,10,12
"7369",1551,2018-03-31,0,10,13
"7370",1630,2017-11-06,0,10,14
"7371",1458,2018-02-06,0,10,14
"7372",1640,2018-05-15,0,10,10
"7373",1641,2017-09-27,0,10,14
"7374",1517,2018-01-08,0,10,16
"7375",1550,2018-12-14,0,10,13
"7376",1540,2018-09-17,0,10,17
"7377",1527,2018-04-18,200,10,10
"7378",1459,2017-09-26,0,10,13
"7379",1580,2018-08-01,0,10,11
"7380",1515,2018-11-07,0,10,14
"7381",1487,2018-04-22,0,10,10
"7382",1481,2018-01-15,0,10,12
"7383",1473,2017-08-23,0,10,11
"7384",1645,2018-05-07,0,10,14
"7385",1535,2018-11-29,0,10,10
"7386",1555,2018-03-12,0,10,16
"7387",1471,2017-12-22,0,10,16
"7388",1539,2017-10-05,0,10,12
"7389",1458,2018-04-14,0,10,13
"7390",1550,2018-04-12,0,10,15
"7391",1508,2018-04-22,0,10,13
"7392",1648,2018-05-03,0,10,13
"7393",1518,2018-08-25,0,10,16
"7394",1611,2018-05-21,100,10,13
"7395",1649,2018-06-02,0,10,15
"7396",1593,2018-08-29,0,10,10
"7397",1462,2018-04-24,0,10,16
"7398",1606,2018-01-04,0,10,10
"7399",1650,2018-03-03,0,10,16
"7400",1520,2017-12-14,0,10,13
"7401",1468,2018-05-31,0,10,13
"7402",1462,2018-05-10,290.4,10,16
"7403",1645,2018-07-26,0,10,16
"7404",1651,2017-12-26,0,10,15
"7405",1652,2017-12-07,98.89,10,15
"7406",1598,2018-05-28,0,10,11
"7407",1463,2018-04-30,0,10,12
"7408",1595,2017-10-27,0,10,14
"7409",1654,2018-04-19,0,10,12
"7410",1655,2018-09-17,0,10,14
"7411",1488,2018-05-08,0,10,11
"7412",1657,2018-04-15,0,10,12
"7413",1498,2017-12-31,0,10,11
"7414",1658,2018-11-26,300,10,12
"7415",1555,2018-07-27,0,10,11
"7416",1577,2017-09-27,0,10,10
"7417",1626,2018-12-17,0,10,10
"7418",1463,2018-02-23,213.32,10,10
"7419",1518,2018-12-06,0,10,13
"7420",1508,2018-03-11,0,10,11
"7421",1660,2017-07-24,0,10,14
"7422",1662,2018-02-11,0,10,11
"7423",1648,2018-08-01,0,10,13
"7424",1628,2018-11-12,0,10,11
"7425",1663,2018-03-26,0,10,11
"7426",1666,2018-03-11,0,10,11
"7427",1458,2018-08-02,0,10,17
"7428",1534,2018-08-29,100,10,15
"7429",1597,2018-05-12,0,10,15
"7430",1458,2018-12-09,0,10,14
"7431",1620,2018-12-05,250,10,12
"7432",1667,2018-05-22,0,10,11
"7433",1604,2018-05-29,0,10,13
"7434",1622,2017-11-15,614,10,15
"7435",1624,2017-11-03,0,10,10
"7436",1542,2018-01-18,0,10,9
"7437",1604,2018-11-29,0,10,14
"7438",1481,2018-01-17,0,10,12
"7439",1470,2018-04-18,0,10,11
"7440",1486,2017-11-28,0,10,10
"7441",1595,2017-08-03,0,10,16
"7442",1481,2018-02-04,0,10,16
"7443",1585,2018-07-28,0,10,16
"7444",1514,2018-03-15,0,10,15
"7445",1488,2018-05-08,130,10,11
"7446",1472,2018-09-28,0,10,13
"7447",1670,2018-11-12,0,10,18
"7448",1464,2018-01-14,0,10,15
"7449",1591,2018-03-07,0,10,11
"7450",1671,2018-09-12,0,10,17
"7451",1474,2017-11-05,0,10,11
"7452",1584,2018-07-07,0,10,11
"7453",1629,2017-10-30,0,10,14
"7454",1603,2018-02-22,0,10,12
"7455",1649,2018-06-03,0,10,15
"7456",1672,2018-06-02,0,10,12
"7457",1477,2018-08-04,0,10,11
"7458",1470,2018-05-26,0,10,10
"7459",1593,2017-12-31,0,10,12
"7460",1584,2018-07-03,0,10,15
"7461",1464,2018-09-06,0,10,18
"7462",1573,2017-12-16,0,10,14
"7463",1618,2018-08-15,360,10,11
"7464",1491,2017-11-09,0,10,11
"7465",1491,2017-11-08,0,10,10
"7466",1649,2018-07-03,0,10,12
"7467",1501,2018-05-05,0,10,10
"7468",1517,2018-01-14,0,10,15
"7469",1520,2017-12-06,0,10,10
"7470",1501,2017-11-27,200,10,16
"7471",1641,2017-10-05,0,10,16
"7472",1520,2018-01-12,0,10,11
"7473",1674,2018-08-23,0,10,13
"7474",1604,2018-03-14,0,10,13
"7475",1550,2018-08-25,0,10,17
"7476",1578,2017-07-28,0,10,16
"7477",1580,2018-04-22,0,10,11
"7478",1523,2018-07-03,0,10,13
"7479",1547,2018-05-07,0,10,16
"7480",1488,2018-04-10,400,10,12
"7481",1475,2018-11-13,0,10,16
"7482",1676,2018-02-07,0,10,15
"7483",1576,2018-08-25,0,10,16
"7484",1470,2018-12-08,0,10,11
"7485",1504,2017-11-17,0,10,14
"7486",1504,2018-02-21,0,10,11
"7487",1583,2018-03-19,0,10,12
"7488",1678,2018-02-11,0,10,15
"7489",1648,2018-03-27,0,10,15
"7490",1493,2017-09-13,0,10,14
"7491",1680,2018-05-14,0,10,15
"7492",1681,2018-12-13,0,10,10
"7493",1673,2017-11-30,0,10,12
"7494",1464,2017-08-05,0,10,10
"7495",1493,2017-08-15,0,10,16
"7496",1606,2017-09-04,600,10,10
"7497",1593,2018-02-13,0,10,13
"7498",1682,2018-11-28,0,10,11
"7499",1493,2018-03-20,0,10,16
"7500",1596,2017-07-15,0,10,10
"7501",1493,2017-12-13,0,10,15
"7502",1493,2018-05-09,0,10,15
"7503",1630,2017-11-17,0,10,17
"7504",1683,2018-01-31,0,10,15
"7505",1652,2017-12-06,0,10,12
"7506",1551,2018-06-03,0,10,12
"7507",1598,2018-07-02,0,10,10
"7508",1607,2018-11-05,0,10,11
"7509",1463,2018-01-07,215,10,16
"7510",1497,2018-04-12,0,10,12
"7511",1685,2018-05-09,1385.78,10,10
"7512",1463,2018-05-13,0,10,12
"7513",1504,2018-01-19,0,10,10
"7514",1547,2018-02-06,0,10,13
"7515",1547,2018-05-14,0,10,13
"7516",1591,2017-12-02,0,10,10
"7517",1686,2018-03-04,0,10,10
"7518",1529,2018-10-01,0,10,17
"7519",1591,2018-01-23,0,10,11
"7520",1687,2017-12-07,0,10,12
"7521",1573,2017-10-24,0,10,13
"7522",1687,2017-12-04,0,10,13
"7523",1559,2017-09-02,0,10,14
"7524",1603,2018-01-21,0,10,15
"7525",1603,2017-10-22,0,10,12
"7526",1662,2018-09-20,0,10,16
"7527",1584,2018-05-30,0,10,14
"7528",1603,2018-03-27,0,10,11
"7529",1603,2018-01-19,0,10,11
"7530",1676,2018-03-13,0,10,15
"7531",1649,2018-05-12,1000,10,13
"7532",1688,2017-08-05,0,10,10
"7533",1690,2018-11-12,0,10,11
"7534",1621,2018-09-06,0,10,16
"7535",1624,2017-11-13,0,10,10
"7536",1543,2018-09-11,0,10,16
"7537",1691,2018-08-07,0,10,12
"7538",1635,2017-08-08,0,10,15
"7539",1500,2017-08-06,0,10,13
"7540",1573,2018-01-09,0,10,13
"7541",1692,2017-11-14,0,10,11
"7542",1640,2018-05-03,0,10,10
"7543",1467,2018-08-20,0,10,16
"7544",1459,2017-09-25,0,10,14
"7545",1693,2018-09-03,0,10,16
"7546",1542,2017-12-30,0,10,11
"7547",1573,2017-11-24,0,10,15
"7548",1509,2018-04-12,0,10,13
"7549",1574,2017-08-11,475,10,12
"7550",1590,2018-04-22,0,10,15
"7551",1548,2018-05-24,0,10,11
"7552",1555,2018-02-05,0,10,11
"7553",1486,2017-11-07,0,10,10
"7554",1576,2018-11-14,0,10,18
"7555",1504,2018-02-01,0,10,13
"7556",1587,2017-10-27,506.94,10,11
"7557",1678,2018-02-13,1340.36,10,17
"7558",1676,2017-12-17,0,10,10
"7559",1697,2018-05-12,415.96,10,12
"7560",1698,2018-10-06,0,10,12
"7561",1584,2018-05-24,0,10,12
"7562",1606,2018-01-03,0,10,10
"7563",1504,2017-10-03,0,10,13
"7564",1661,2018-09-12,0,10,10
"7565",1676,2018-11-18,0,10,10
"7566",1590,2018-03-05,0,10,12
"7567",1463,2018-07-02,202,10,15
"7568",1611,2018-07-02,0,10,11
"7569",1611,2018-05-27,0,10,13
"7570",1550,2018-12-10,0,10,10
"7571",1701,2017-08-31,0,10,14
"7572",1517,2018-02-07,200,10,12
"7573",1520,2018-01-21,0,10,15
"7574",1520,2018-02-25,0,10,10
"7575",1501,2018-01-15,90,10,17
"7576",1517,2018-02-05,0,10,13
"7577",1613,2018-05-02,0,10,11
"7578",1572,2018-12-11,0,10,14
"7579",1585,2018-01-09,0,10,14
"7580",1545,2017-08-02,0,10,11
"7581",1497,2018-12-06,0,10,13
"7582",1610,2017-11-06,0,10,10
"7583",1561,2018-03-13,0,10,12
"7584",1498,2017-11-14,0,10,12
"7585",1702,2018-05-27,150,10,10
"7586",1547,2018-11-12,0,10,13
"7587",1591,2017-12-05,0,10,10
"7588",1703,2018-05-26,267.48,10,16
"7589",1587,2017-10-23,0,10,16
"7590",1573,2017-10-03,0,10,11
"7591",1704,2018-05-14,0,10,17
"7592",1662,2018-02-21,0,10,12
"7593",1662,2018-03-15,0,10,13
"7594",1706,2018-12-18,0,10,13
"7595",1687,2017-12-11,0,10,16
"7596",1593,2017-09-29,0,10,14
"7597",1707,2017-08-31,0,10,14
"7598",1493,2018-02-14,0,10,17
"7599",1486,2018-09-03,0,10,12
"7600",1681,2018-06-03,0,10,12
"7601",1709,2017-07-16,0,10,10
"7602",1710,2017-09-22,0,10,15
"7603",1711,2018-12-11,0,10,11
"7604",1606,2018-02-18,0,10,10
"7605",1712,2017-08-13,0,10,12
"7606",1713,2018-05-19,0,10,17
"7607",1714,2017-07-11,0,10,12
"7608",1651,2018-01-08,0,10,14
"7609",1493,2018-08-29,0,10,16
"7610",1606,2017-12-10,350,10,16
"7611",1715,2018-02-05,350,10,14
"7612",1554,2017-09-15,0,10,10
"7613",1607,2018-11-18,0,10,13
"7614",1596,2017-07-26,0,10,11
"7615",1553,2017-10-24,0,10,10
"7616",1716,2018-01-18,0,10,14
"7617",1497,2018-05-09,0,10,13
"7618",1621,2018-10-07,0,10,17
"7619",1553,2017-08-21,0,10,15
"7620",1481,2017-11-14,0,10,12
"7621",1516,2018-08-08,0,10,12
"7622",1561,2018-03-21,0,10,13
"7623",1548,2018-05-15,0,10,15
"7624",1497,2018-08-27,0,10,16
"7625",1485,2018-08-12,450,10,10
"7626",1717,2018-05-21,50,10,15
"7627",1555,2018-01-29,0,10,13
"7628",1470,2018-05-07,0,10,15
"7629",1637,2017-10-19,0,10,13
"7630",1489,2017-11-06,0,10,12
"7631",1576,2018-12-10,0,10,15
"7632",1464,2017-08-16,0,10,10
"7633",1604,2018-03-19,0,10,15
"7634",1535,2018-09-24,0,10,10
"7635",1573,2017-10-22,0,10,12
"7636",1576,2018-11-18,0,10,15
"7637",1662,2018-02-23,0,10,15
"7638",1604,2018-09-11,0,10,11
"7639",1649,2018-04-23,0,10,16
"7640",1500,2017-08-10,0,10,17
"7641",1635,2017-08-31,0,10,15
"7642",1691,2018-05-10,0,10,13
"7643",1690,2018-05-22,0,10,10
"7644",1718,2018-03-31,0,10,15
"7645",1604,2018-12-09,0,10,14
"7646",1716,2018-03-24,0,10,12
"7647",1691,2018-05-29,0,10,13
"7648",1691,2018-06-07,0,10,15
"7649",1597,2018-04-23,0,10,14
"7650",1543,2017-09-07,0,10,16
"7651",1593,2017-09-14,0,10,11
"7652",1543,2018-12-14,0,10,15
"7653",1481,2018-02-16,0,10,10
"7654",1501,2018-04-01,205,10,13
"7655",1553,2017-10-26,0,10,10
"7656",1548,2018-05-26,0,10,10
"7657",1553,2017-10-19,0,10,10
"7658",1632,2017-10-20,0,10,14
"7659",1720,2018-05-18,0,10,17
"7660",1464,2017-07-20,0,10,14
"7661",1468,2018-02-23,0,10,12
"7662",1707,2018-04-22,0,10,10
"7663",1721,2018-08-15,0,10,14
"7664",1543,2017-11-20,0,10,16
"7665",1551,2018-05-18,0,10,15
"7666",1722,2018-09-17,0,10,11
"7667",1551,2018-07-02,0,10,16
"7668",1606,2018-05-29,0,10,10
"7669",1676,2018-03-01,0,10,16
"7670",1464,2017-08-28,0,10,12
"7671",1504,2017-12-07,0,10,10
"7672",1577,2017-09-25,0,10,10
"7673",1532,2018-04-21,265.24,10,14
"7674",1724,2018-10-02,0,10,16
"7675",1474,2017-11-01,0,10,12
"7676",1725,2018-05-28,0,10,15
"7677",1591,2017-09-25,0,10,9
"7678",1550,2018-09-07,0,10,13
"7679",1533,2017-07-14,0,10,14
"7680",1491,2017-11-03,0,10,16
"7681",1517,2017-09-25,0,10,13
"7682",1520,2018-01-19,0,10,9
"7683",1520,2018-03-08,0,10,9
"7684",1550,2018-09-26,0,10,16
"7685",1467,2018-12-19,0,10,13
"7686",1604,2017-07-28,0,10,11
"7687",1693,2018-09-17,0,10,15
"7688",1603,2018-03-12,0,10,15
"7689",1548,2018-05-19,200,10,15
"7690",1585,2018-04-11,0,10,15
"7691",1582,2018-04-23,0,10,16
"7692",1555,2018-06-04,0,10,16
"7693",1686,2018-08-11,0,10,13
"7694",1591,2018-08-11,0,10,10
"7695",1464,2017-08-28,100,10,13
"7696",1591,2017-12-10,0,10,15
"7697",1603,2017-08-25,350,10,11
"7698",1604,2018-08-28,0,10,10
"7699",1591,2018-07-26,0,10,12
"7700",1486,2018-01-09,0,10,10
"7701",1601,2017-08-08,0,10,11
"7702",1493,2017-07-23,0,10,14
"7703",1698,2018-08-25,0,10,17
"7704",1681,2018-05-21,0,10,12
"7705",1729,2018-05-15,0,10,15
"7706",1486,2017-10-15,0,10,11
"7707",1493,2018-04-29,0,10,12
"7708",1520,2017-12-29,0,10,10
"7709",1729,2018-10-07,0,10,11
"7710",1730,2017-11-22,0,10,14
"7711",1593,2018-09-03,0,10,12
"7712",1682,2018-01-30,0,10,12
"7713",1682,2018-02-26,0,10,10
"7714",1731,2017-11-27,0,10,16
"7715",1481,2018-02-25,0,10,12
"7716",1732,2018-02-11,0,10,14
"7717",1733,2018-02-06,0,10,11
"7718",1714,2017-07-11,100,10,16
"7719",1493,2018-01-29,0,10,16
"7720",1598,2018-05-22,0,10,12
"7721",1607,2018-12-03,0,10,15
"7722",1734,2018-11-07,0,10,11
"7723",1624,2017-09-02,0,10,11
"7724",1589,2018-12-11,0,10,12
"7725",1701,2018-02-06,0,10,11
"7726",1736,2018-08-05,0,10,14
"7727",1497,2018-03-03,0,10,16
"7728",1595,2017-07-29,0,10,16
"7729",1459,2017-10-03,0,10,16
"7730",1547,2017-12-14,0,10,15
"7731",1720,2018-05-22,0,10,15
"7732",1604,2018-06-07,0,10,14
"7733",1624,2017-10-27,0,10,10
"7734",1464,2018-02-06,0,10,11
"7735",1737,2017-08-17,0,10,11
"7736",1738,2018-04-12,0,10,14
"7737",1739,2018-05-09,0,10,14
"7738",1671,2018-07-30,0,10,17
"7739",1704,2018-05-20,0,10,17
"7740",1603,2018-07-05,0,10,13
"7741",1698,2018-05-09,0,10,13
"7742",1551,2018-05-29,0,10,15
"7743",1593,2018-11-26,0,10,11
"7744",1740,2018-11-25,200,10,10
"7745",1741,2017-07-14,0,10,15
"7746",1635,2018-09-04,0,10,16
"7747",1528,2018-04-10,0,10,12
"7748",1742,2018-03-06,0,10,16
"7749",1692,2017-11-12,0,10,12
"7750",1543,2017-09-14,0,10,13
"7751",1458,2018-08-28,0,10,11
"7752",1467,2018-01-04,0,10,13
"7753",1528,2018-01-05,0,10,10
"7754",1519,2017-10-16,63.38,10,12
"7755",1536,2017-09-21,200,10,14
"7756",1513,2017-07-26,0,10,17
"7757",1693,2018-03-04,0,10,16
"7758",1486,2017-09-05,0,10,10
"7759",1592,2018-08-11,0,10,17
"7760",1743,2018-02-04,0,10,12
"7761",1591,2018-07-05,0,10,11
"7762",1548,2018-05-30,200,10,11
"7763",1501,2018-03-08,100,10,11
"7764",1603,2018-02-14,0,10,11
"7765",1744,2018-12-13,0,10,10
"7766",1670,2018-05-20,0,10,13
"7767",1637,2017-09-01,0,10,16
"7768",1504,2018-01-05,200,10,14
"7769",1543,2018-04-25,0,10,14
"7770",1624,2017-12-11,0,10,10
"7771",1591,2017-11-20,0,10,11
"7772",1704,2018-05-28,0,10,14
"7773",1673,2017-12-19,0,10,17
"7774",1703,2018-08-07,0,10,12
"7775",1746,2017-09-14,0,10,12
"7776",1489,2018-02-08,0,10,13
"7777",1676,2018-09-03,0,10,12
"7778",1577,2017-09-26,0,10,10
"7779",1489,2018-01-21,0,10,14
"7780",1489,2017-12-29,0,10,12
"7781",1725,2018-05-18,0,10,10
"7782",1520,2018-01-16,0,10,11
"7783",1747,2017-10-18,0,10,13
"7784",1724,2018-01-25,0,10,12
"7785",1748,2018-12-09,0,10,9
"7786",1749,2017-07-30,0,10,16
"7787",1517,2018-02-02,0,10,13
"7788",1590,2018-01-26,0,10,12
"7789",1750,2018-04-28,215.46,10,10
"7790",1520,2018-12-04,0,10,10
"7791",1751,2018-05-29,0,10,14
"7792",1752,2018-05-19,83.87,10,11
"7793",1592,2017-07-11,0,10,15
"7794",1701,2018-08-19,0,10,16
"7795",1583,2018-05-12,0,10,16
"7796",1515,2018-08-13,0,10,17
"7797",1604,2018-09-06,0,10,13
"7798",1733,2018-02-27,0,10,13
"7799",1753,2018-04-19,0,10,10
"7800",1754,2018-09-23,0,10,14
"7801",1464,2017-09-25,0,10,13
"7802",1598,2018-05-15,0,10,16
"7803",1692,2017-12-30,0,10,12
"7804",1591,2018-01-18,0,10,10
"7805",1464,2017-11-13,0,10,13
"7806",1556,2018-05-13,0,10,10
"7807",1493,2018-09-10,0,10,17
"7808",1546,2018-03-08,0,10,12
"7809",1590,2018-02-18,0,10,12
"7810",1492,2018-05-26,0,10,15
"7811",1673,2018-01-08,0,10,14
"7812",1711,2018-11-14,0,10,12
"7813",1606,2018-05-29,200,10,14
"7814",1651,2017-11-29,0,10,13
"7815",1651,2017-12-29,0,10,12
"7816",1715,2017-11-28,0,10,15
"7817",1630,2017-12-08,0,10,11
"7818",1606,2018-06-07,270.39,10,12
"7819",1596,2017-08-02,0,10,11
"7820",1604,2018-12-05,0,10,11
"7821",1551,2018-01-11,300,10,15
"7822",1749,2017-08-11,0,10,16
"7823",1542,2018-01-25,0,10,11
"7824",1542,2017-10-22,0,10,10
"7825",1610,2018-04-19,704,10,10
"7826",1758,2018-08-16,0,10,9
"7827",1701,2017-09-08,0,10,14
"7828",1507,2017-07-20,0,10,14
"7829",1459,2018-09-10,500,10,14
"7830",1475,2018-08-23,0,10,13
"7831",1470,2018-08-22,0,10,11
"7832",1468,2017-12-31,0,10,13
"7833",1598,2018-03-27,0,10,10
"7834",1720,2018-09-30,0,10,13
"7835",1737,2017-07-29,0,10,11
"7836",1739,2018-05-05,0,10,14
"7837",1753,2018-01-05,0,10,10
"7838",1591,2018-04-11,0,10,10
"7839",1759,2017-11-15,0,10,14
"7840",1598,2018-04-26,0,10,10
"7841",1662,2018-05-03,0,10,15
"7842",1698,2018-09-13,0,10,17
"7843",1662,2018-01-31,0,10,15
"7844",1481,2017-11-24,0,10,13
"7845",1604,2018-11-26,0,10,16
"7846",1551,2018-02-06,0,10,11
"7847",1762,2018-08-16,0,10,10
"7848",1743,2017-12-17,0,10,10
"7849",1603,2018-03-21,0,10,12
"7850",1765,2017-08-20,0,10,15
"7851",1766,2018-09-12,0,10,13
"7852",1692,2017-10-11,0,10,10
"7853",1536,2017-11-23,0,10,15
"7854",1523,2018-05-22,0,10,15
"7855",1497,2018-04-29,0,10,14
"7856",1550,2018-05-05,0,10,10
"7857",1632,2017-10-17,0,10,16
"7858",1571,2018-08-03,0,10,11
"7859",1725,2018-07-05,200,10,15
"7860",1464,2017-07-15,0,10,10
"7861",1720,2018-05-13,0,10,13
"7862",1574,2017-11-05,272.96,10,14
"7863",1548,2018-05-19,0,10,11
"7864",1604,NA,0,10,15
"7865",1497,2018-09-26,0,10,15
"7866",1603,2018-03-20,0,10,11
"7867",1583,2018-06-04,256.69,10,11
"7868",1504,2017-12-15,0,10,10
"7869",1737,2017-08-15,0,10,12
"7870",1724,2017-12-11,0,10,16
"7871",1489,2018-01-18,0,10,14
"7872",1724,2017-12-22,0,10,15
"7873",1768,2017-07-22,0,10,16
"7874",1769,2018-01-15,0,10,11
"7875",1464,2018-04-14,2,10,9
"7876",1661,2018-09-07,150,10,10
"7877",1583,2017-11-21,0,10,11
"7878",1520,2018-09-18,0,10,11
"7879",1772,2017-07-19,0,10,11
"7880",1550,2017-08-29,0,10,11
"7881",1751,2018-05-30,0,10,12
"7882",1767,2018-04-23,0,10,13
"7883",1773,2017-12-16,0,10,10
"7884",1517,2017-09-28,250,10,14
"7885",1749,2017-07-23,0,10,15
"7886",1547,2018-05-30,0,10,12
"7887",1624,2017-09-15,0,10,10
"7888",1458,2018-09-14,0,10,12
"7889",1774,2017-10-11,800,10,12
"7890",1743,2018-04-17,0,10,16
"7891",1635,2017-07-30,0,10,14
"7892",1520,2018-02-15,0,10,10
"7893",1481,2018-01-07,0,10,12
"7894",1604,2017-07-27,0,10,12
"7895",1645,2018-07-28,98.47,10,11
"7896",1493,2017-07-31,150,10,17
"7897",1775,2017-12-01,0,10,13
"7898",1776,2018-01-09,0,10,12
"7899",1514,2018-08-21,0,10,14
"7900",1777,2018-09-06,0,10,11
"7901",1504,2017-12-08,200,10,12
"7902",1556,2018-03-07,0,10,12
"7903",1546,2018-02-23,100,10,16
"7904",1778,2018-05-31,0,10,12
"7905",1778,2018-06-05,0,10,13
"7906",1504,2017-11-06,0,10,14
"7907",1593,2018-09-18,0,10,16
"7908",1486,2017-09-29,0,10,11
"7909",1593,2017-12-17,0,10,16
"7910",1529,2018-12-03,0,10,15
"7911",1546,2017-12-12,100,10,14
"7912",1493,2018-09-11,0,10,14
"7913",1673,2017-11-29,0,10,14
"7914",1520,2017-11-20,0,10,13
"7915",1651,2018-01-07,0,10,14
"7916",1683,2018-03-25,0,10,17
"7917",1606,2018-01-05,500,10,10
"7918",1714,2017-07-17,0,10,10
"7919",1493,2018-11-27,0,10,15
"7920",1607,2018-09-23,0,10,13
"7921",1493,2018-09-26,0,10,14
"7922",1545,2017-08-05,0,10,10
"7923",1542,2018-02-02,0,10,11
"7924",1585,2018-05-28,0,10,16
"7925",1515,2018-08-22,0,10,12
"7926",1507,2017-07-28,0,10,10
"7927",1686,2018-04-28,0,10,12
"7928",1548,2018-05-28,0,10,13
"7929",1604,2018-05-31,0,10,14
"7930",1636,2017-07-15,0,10,13
"7931",1707,2018-03-28,0,10,13
"7932",1686,2018-07-05,0,10,17
"7933",1593,2018-08-04,0,10,13
"7934",1782,2017-12-30,600,10,16
"7935",1753,2018-03-11,0,10,10
"7936",1529,2018-04-25,0,10,15
"7937",1783,2018-12-06,0,10,11
"7938",1783,2018-08-15,0,10,12
"7939",1662,2018-01-24,0,10,13
"7940",1762,2018-04-24,0,10,11
"7941",1603,2018-05-24,0,10,16
"7942",1604,2018-12-20,0,10,15
"7943",1784,2018-11-07,0,10,11
"7944",1571,2018-07-05,0,10,11
"7945",1741,2018-09-10,0,10,12
"7946",1718,2017-11-01,0,10,12
"7947",1707,2017-08-30,0,10,13
"7948",1597,2018-04-16,0,10,16
"7949",1528,2018-04-18,0,10,12
"7950",1777,2018-12-04,0,10,15
"7951",1467,2017-12-17,0,10,15
"7952",1540,2018-12-05,0,10,17
"7953",1535,2018-09-10,0,10,10
"7954",1599,2018-11-04,0,10,14
"7955",1597,2018-03-29,0,10,10
"7956",1597,2018-05-21,0,10,11
